arm,idx,phase,key,feasible,objective,pass_given_hold,success_rate,palm_contact_rate,mean_contacts,lenMean,lenThumb,active,mask,omegaActiveMean,zetaActiveMean,inertiaActiveMean,oracle_gate_step,oracle_max_contacts,oracle_push_mm,acq,ei,p_feasible,origin
random,50,,2777a16921d1,False,None,None,None,None,None,1.0190,1.102,10,01100111111110,29.01,0.681,1.040,-1,5,7.000000476837158,None,None,None,
random,51,,ad7df29e5627,True,0.95,0.95,1,0,8.65,0.9968,0.821,14,11111111111111,23.60,0.658,1.155,68,8,20.000001907348633,None,None,None,
random,52,,de3d76d664fa,False,None,None,None,None,None,0.9310,0.979,10,10101101110111,28.15,0.729,1.420,-1,5,24.000001907348633,None,None,None,
random,53,,cfc1b228311e,True,0.9166666666666666,0.9166666666666666,1,0,7.7,0.9689,1.040,11,10011111111011,26.48,0.689,1.338,68,6,16.0,None,None,None,
random,54,,cccc26b72c06,True,0.9333333333333333,0.9333333333333333,1,0,8.5,1.0714,1.139,12,11111011011111,24.20,0.653,1.203,69,7,0.0,None,None,None,
random,55,,7f0fdd66ce19,True,0.8,0.8,1,0,8.95,1.0048,1.046,13,11111111011111,26.91,0.630,1.382,67,7,11.000000953674316,None,None,None,
random,56,,ad6d3b702e69,True,0.95,0.95,1,0,9.0,0.9299,1.114,13,11111110111111,26.38,0.659,1.290,130,6,19.000001907348633,None,None,None,
random,57,,845f92545e23,True,0.7833333333333333,0.8245614035087719,0.95,0.05263157894736842,7.421052631578948,0.9862,1.199,11,10101111111011,28.00,0.658,1.122,135,6,6.000000476837158,None,None,None,
random,58,,809e58eed66e,False,None,None,None,None,None,0.9576,0.803,9,10111110100101,27.37,0.600,1.264,-1,4,46.999977111816406,None,None,None,
random,59,,0e04635508b8,False,None,None,None,None,None,0.9924,1.172,8,01111011000101,23.52,0.593,1.097,-1,4,34.0,None,None,None,
random,60,,9b406e630a30,False,None,None,None,None,None,1.0009,0.949,10,01111101001111,29.14,0.613,1.342,-1,4,16.0,None,None,None,
random,61,,2cfa73288295,True,0.5833333333333334,0.5833333333333334,1,0,7.8,1.0349,0.856,13,11111111111101,26.92,0.621,1.370,133,6,34.999996185302734,None,None,None,
random,62,,7d0d626df130,False,None,None,None,None,None,0.8600,0.846,10,10011011111110,24.62,0.617,1.199,-1,5,38.9999885559082,None,None,None,
random,63,,9985fb662216,True,0.9666666666666667,0.9666666666666667,1,0,8.6,1.0906,0.985,12,11111100111111,22.74,0.567,1.374,127,7,1.0,None,None,None,
random,64,,c72846c105a9,True,0.75,0.75,1,0,8.6,0.8929,0.988,12,11111111011011,26.44,0.661,1.427,71,7,29.000003814697266,None,None,None,
random,65,,96f52fd0bd4f,False,None,None,None,None,None,0.9793,0.840,9,11000110011111,26.91,0.694,1.255,-1,5,22.000001907348633,None,None,None,
random,66,,7bdc7461b918,False,None,None,None,None,None,1.0092,1.188,10,11101101001111,28.63,0.706,1.281,-1,4,4.0,None,None,None,
random,67,,981a7870b6f5,True,0.9166666666666666,0.9166666666666666,1,0,6.5,0.9250,0.849,10,11110010101111,28.28,0.661,1.172,131,6,30.000003814697266,None,None,None,
random,68,,9340f4f8471d,True,0.6,0.6,1,0,7.35,0.9628,0.871,11,11110011110111,25.88,0.615,1.396,30,7,23.000001907348633,None,None,None,
random,69,,e9eefc1581e6,True,0.8,0.8,1,0,8.15,1.0289,1.076,12,11011111111011,26.04,0.677,1.199,128,7,6.000000476837158,None,None,None,
random,70,,1530bacfe69b,True,0.85,0.85,1,0,7.85,0.9803,0.853,11,11111011110011,30.67,0.704,1.223,29,7,21.000001907348633,None,None,None,
random,71,,7629a186ab8c,True,0.6,0.6666666666666666,0.9,0,6.388888888888889,0.9952,0.818,10,01111010111011,28.07,0.583,1.210,67,7,20.000001907348633,None,None,None,
random,72,,8ddb15e0589d,False,None,None,None,None,None,0.8386,0.807,10,11011101110101,22.28,0.697,1.362,-1,3,62.99995040893555,None,None,None,
random,73,,fa13f549e1f5,True,0.8,0.8,1,0,8.5,0.9340,0.821,13,11111111011111,24.26,0.671,1.175,69,7,28.000001907348633,None,None,None,
random,74,,fd507056d9a4,False,None,None,None,None,None,0.9846,0.955,8,11000101110101,24.11,0.611,1.046,-1,3,40.99998474121094,None,None,None,
random,75,,5f5cac2539ce,True,0.8833333333333333,0.8833333333333333,1,0,7.45,1.0365,1.004,11,11110111110011,25.83,0.712,1.140,30,8,9.000000953674316,None,None,None,
random,76,,8bef06c46936,True,0.8,0.8,1,0,7.85,0.9996,0.907,13,11110111111111,30.46,0.673,1.096,68,8,17.0,None,None,None,
random,77,,151a01d2c0ee,True,0.55,0.55,1,0.05,7.3,0.9626,0.861,12,10111111110111,24.74,0.631,1.167,30,7,23.000001907348633,None,None,None,
random,78,,c971dd648790,True,0.8333333333333334,0.8333333333333334,1,0,6.7,1.1252,1.170,11,10111010111111,26.94,0.656,1.029,134,7,0.0,None,None,None,
random,79,,95bc1c379c88,True,0.9,0.9,1,0,8.9,1.0004,1.070,13,11111110111111,27.01,0.726,1.503,135,6,11.000000953674316,None,None,None,
random,80,,de5d8bc7cb96,False,None,None,None,None,None,0.9261,1.132,9,00011110101111,25.90,0.629,1.289,-1,3,18.000001907348633,None,None,None,
random,81,,c42f419a9e1b,False,None,None,None,None,None,0.9310,1.113,9,01001110111011,28.07,0.629,1.161,-1,4,19.000001907348633,None,None,None,
random,82,,d0c7c80a3cf1,True,0.85,0.85,1,0,6.95,0.9348,0.927,12,01011111111111,27.65,0.648,1.276,69,6,25.000001907348633,None,None,None,
random,83,,6e39127a5d29,True,0.3333333333333333,0.3333333333333333,1,0,7.7,1.0172,1.027,12,11101111111110,24.38,0.657,1.314,138,7,10.000000953674316,None,None,None,
random,84,,04fe85a369ab,False,None,None,None,None,None,1.0073,1.082,9,11101110100110,29.10,0.628,1.359,-1,5,9.000000953674316,None,None,None,
random,85,,82b4a249e488,True,0.85,0.85,1,0,7.95,0.9892,0.896,12,11111011111011,24.36,0.591,1.232,68,7,18.000001907348633,None,None,None,
random,86,,75b60726976a,False,None,None,None,None,None,0.9681,0.919,10,11100101011111,28.13,0.718,1.150,-1,5,21.000001907348633,None,None,None,
random,87,,47701025a209,True,0.85,0.85,1,0,6.65,0.9432,0.824,11,11101011111011,26.30,0.610,1.487,87,8,28.000001907348633,None,None,None,
random,88,,1d4c20ace341,True,0.35,0.3888888888888889,0.9,0,6.444444444444445,0.9846,1.072,11,11111111100110,26.67,0.671,1.297,136,6,13.000000953674316,None,None,None,
random,89,,78d956809b2a,True,0.8333333333333334,0.8333333333333334,1,0.05,8.05,0.9483,0.868,13,11111111011111,24.93,0.582,1.338,67,7,25.000001907348633,None,None,None,
random,90,,62e5f93ec8ab,False,None,None,None,None,None,1.0245,1.076,8,11111000101001,33.93,0.615,1.367,-1,4,32.0,None,None,None,
random,91,,f9224da3d729,True,0.7333333333333333,0.7333333333333333,1,0,6.9,0.9918,0.923,9,11110010101011,29.00,0.611,1.209,143,6,17.0,None,None,None,
random,92,,410e3d6ea6f6,True,0.6,0.6,1,0,8.7,0.9947,1.017,14,11111111111111,25.00,0.576,1.348,69,7,14.000000953674316,None,None,None,
random,93,,35ecb34ae784,False,None,None,None,None,None,0.9955,0.991,11,01011111101111,30.12,0.636,1.224,-1,5,15.000001907348633,None,None,None,
random,94,,74c560d7099f,True,0.9333333333333333,0.9824561403508771,0.95,0,7.421052631578948,1.0426,0.875,11,10110101111111,29.39,0.631,1.501,93,7,12.000000953674316,None,None,None,
random,95,,85c5f06b5621,True,0.55,0.55,1,0,7.3,0.9544,1.128,11,11110011111011,29.17,0.670,1.317,135,6,15.000001907348633,None,None,None,
random,96,,d5f93b1d079e,True,0.8,0.8,1,0,8.25,1.0618,0.836,13,11111111111101,26.04,0.618,1.199,128,7,31.000003814697266,None,None,None,
random,97,,824f9d8c3be6,False,None,None,None,None,None,1.0705,1.138,10,01111110011101,25.16,0.655,1.334,-1,5,24.000001907348633,None,None,None,
random,98,,758ade9b886e,False,None,None,None,None,None,1.0245,1.128,10,10101111011101,28.15,0.734,1.381,-1,5,31.000003814697266,None,None,None,
random,99,,267a4bbeccea,False,None,None,None,None,None,1.0606,1.152,12,11011101111111,26.60,0.658,1.175,-1,4,0.0,None,None,None,
random,100,,0e9f62dd0976,True,0.75,0.75,1,0,7.95,0.9166,0.927,12,11011111011111,27.49,0.657,1.016,68,6,27.000001907348633,None,None,None,
